Reads,EC1,EC2,EC3,Sp1,Sp2,Sp3,Ve1,Ve2,Ve3
LOC_Os03g04850.1,0,0,0,0,1,0,0,0,0
LOC_Os03g04870.1,1,0,0,0,0,0,0,0,0
LOC_Os03g04890.1,163,174,44,46,32,19,95,96,38
LOC_Os03g04920.1,1206,1126,1047,21,14,8,60,64,36
LOC_Os03g04930.1,212,115,70,3,0,0,0,5,1
LOC_Os03g04940.1,129,102,38,3,0,0,5,1,2
LOC_Os03g04950.1,0,1,0,2,1,0,0,0,0
LOC_Os03g04960.5,539,377,206,323,156,111,36,41,31
LOC_Os03g04970.1,151,194,270,272,269,119,24,15,14
LOC_Os03g04980.1,173,162,182,660,576,312,93,43,98
LOC_Os03g04990.1,318,253,353,183,115,583,4955,4438,7053
LOC_Os03g05020.1,528,458,500,0,2,3,10,6,21
LOC_Os03g05030.1,0,1,0,1,0,0,0,3,3
LOC_Os03g05040.1,151,129,100,3,0,0,27,23,42
LOC_Os03g05049.1,29,37,45,86,79,46,3,5,7
LOC_Os03g05060.1,0,0,0,4,4,0,0,2,0
LOC_Os03g05070.1,1,0,5,0,0,0,0,0,0
LOC_Os03g05100.1,9,3,0,0,0,0,1,2,5
LOC_Os03g05110.1,219,145,177,83,59,22,15,13,11
LOC_Os03g05120.1,0,0,0,5,1,2,0,0,0
LOC_Os03g05140.1,0,0,0,0,1,0,0,0,0
LOC_Os03g05160.1,3,9,4,0,0,0,0,0,0
LOC_Os03g05170.1,0,0,0,1,0,0,0,0,0
LOC_Os03g05180.1,40,46,16,123,86,52,8,4,10
LOC_Os03g05200.2,157,124,66,1092,894,611,72,79,83
LOC_Os03g05210.1,16,4,14,5,2,0,0,1,0
LOC_Os03g05220.3,59,88,68,4,1,0,0,0,0
LOC_Os03g05225.1,48,47,33,2,0,0,0,0,0
LOC_Os03g05240.1,53,62,64,205,165,122,17,14,20
LOC_Os03g05250.1,9,4,3,36,14,8,3,6,10
LOC_Os03g05260.1,237,200,118,8,0,12,6,3,12
LOC_Os03g05270.3,19,16,8,0,0,0,0,0,0
LOC_Os03g05280.1,154,181,107,1490,1203,827,212,174,272
LOC_Os03g05290.1,289,374,481,0,0,0,0,0,0
LOC_Os03g05300.1,75,113,85,103,63,56,10,10,15
LOC_Os03g05310.1,473,536,355,7,5,0,0,3,6
LOC_Os03g05320.3,41,48,37,0,0,0,0,0,0
LOC_Os03g05330.1,105,122,170,68,65,29,25,30,32
LOC_Os03g05334.1,28,24,2,0,0,0,0,0,0
LOC_Os03g05340.1,87,49,41,73,51,26,22,9,24
LOC_Os03g05350.1,0,0,0,3,3,0,0,0,0
LOC_Os03g05360.1,19,23,29,29,22,33,6,15,14
LOC_Os03g05370.1,1,13,1,0,0,0,0,0,0
LOC_Os03g05390.13,3669,2992,2928,11,13,4,16,9,11
LOC_Os03g05400.1,0,2,0,0,0,0,0,0,0
LOC_Os03g05420.1,397,411,298,182,130,101,74,54,58
LOC_Os03g05430.1,15,28,24,1,2,0,5,3,2
LOC_Os03g05440.1,26,18,8,1,1,0,0,0,0
LOC_Os03g05450.1,9,1,1,3,2,1,6,5,2
LOC_Os03g05460.1,272,164,209,59,17,6,8,2,9
LOC_Os03g05470.1,122,117,77,557,373,134,13,17,17
LOC_Os03g05480.1,162,171,89,11,5,6,42,52,72
LOC_Os03g05510.1,0,0,0,3,0,0,0,1,0
LOC_Os03g05520.1,152,99,107,5,6,2,2,5,1
LOC_Os03g05530.1,15,9,10,0,0,0,0,1,0
LOC_Os03g05540.2,201,150,81,2,1,11,29,33,62
LOC_Os03g05550.1,2,8,3,0,0,0,0,1,0
LOC_Os03g05560.1,0,0,0,1,1,2,0,0,0
LOC_Os03g05570.1,16,7,2,0,1,0,0,0,0
LOC_Os03g05600.1,0,0,1,55,69,30,6,5,3
LOC_Os03g05610.1,0,0,0,199,128,101,9,2,14
LOC_Os03g05620.1,57,24,19,3,2,0,0,0,0
LOC_Os03g05630.1,21,34,44,39,22,9,1,1,0
LOC_Os03g05640.1,15,11,4,673,682,512,53,50,98
LOC_Os03g05650.1,2,5,5,127,84,97,18,13,21
LOC_Os03g05660.1,42,46,41,372,452,315,290,249,318
LOC_Os03g05680.1,92,109,88,364,271,142,53,41,62
LOC_Os03g05690.1,504,539,473,2479,2068,1435,258,225,287
LOC_Os03g05700.1,0,0,0,0,5,3,2,0,1
LOC_Os03g05710.1,98,106,78,13,2,2,31,27,30
LOC_Os03g05720.1,458,389,165,7,3,0,3,8,1
LOC_Os03g05730.1,1064,1126,960,328,198,97,89,86,129
LOC_Os03g05740.1,45,50,30,48,47,12,3,7,5
LOC_Os03g05750.1,438,457,242,322,214,188,4,9,5
LOC_Os03g05760.1,87,58,47,305,228,162,38,22,36
LOC_Os03g05770.1,2,5,6,835,689,1522,5091,6016,4366
LOC_Os03g05780.1,198,123,58,0,4,1,1,6,4
LOC_Os03g05800.1,21,9,58,26,21,68,265,211,308
LOC_Os03g05806.1,90,91,58,52,17,11,1,0,4
LOC_Os03g05812.1,337,336,149,104,46,46,47,70,52
LOC_Os03g05820.1,15,3,4,18,4,10,7,9,4
LOC_Os03g05830.1,346,291,270,163,145,81,1,6,10
LOC_Os03g05850.1,0,0,0,0,0,1,0,0,0
LOC_Os03g05860.1,0,0,0,0,0,0,1,0,0
LOC_Os03g05870.1,3,0,0,0,0,0,0,0,0
LOC_Os03g05880.1,0,0,0,0,0,0,1,0,1
LOC_Os03g05900.2,3,3,1,0,0,0,0,0,0
LOC_Os03g05910.1,20,11,4,0,0,0,0,0,0
LOC_Os03g05920.1,21,28,10,0,1,0,0,0,0
LOC_Os03g05940.1,4,0,4,2,6,0,0,0,0
LOC_Os03g05950.1,0,4,0,25,25,6,2,1,0
LOC_Os03g05960.1,0,1,0,50,30,21,0,0,0
LOC_Os03g05970.1,0,0,0,6,0,0,0,0,0
LOC_Os03g05980.2,2010,1755,1814,82,40,40,18,13,19
LOC_Os03g06000.1,0,3,0,0,0,1,0,0,1
LOC_Os03g06040.1,1,0,0,0,0,0,0,0,0
LOC_Os03g06070.1,650,467,519,1489,1392,995,2137,2113,2473
LOC_Os03g06080.1,1,0,1,32,48,9,2,2,4
LOC_Os03g06090.1,67,44,45,378,343,172,44,16,28
LOC_Os03g06100.1,0,0,1,0,0,0,5,0,2
LOC_Os03g06110.1,0,0,0,1,4,0,0,0,0
LOC_Os03g06120.1,399,351,384,17,9,6,9,2,2
LOC_Os03g06139.1,24,18,9,1,0,0,1,4,1
LOC_Os03g06160.1,94,64,60,12,4,2,7,35,21
LOC_Os03g06170.1,1,1,1,6,1,3,1,0,2
LOC_Os03g06180.1,6,4,8,8,6,0,0,0,1
LOC_Os03g06190.1,100,114,43,25,28,49,151,190,252
LOC_Os03g06200.1,378,485,214,26,12,5,14,3,8
LOC_Os03g06210.1,0,1,0,0,0,0,0,0,0
LOC_Os03g06220.1,275,214,116,26,2,6,2,3,2
LOC_Os03g06230.1,169,143,53,17,1,8,2,0,2
LOC_Os03g06240.1,4385,4261,5004,216,77,74,26,28,25
LOC_Os03g06250.1,9,3,11,0,0,0,0,1,0
LOC_Os03g06260.1,0,0,0,0,0,4,0,0,0
LOC_Os03g06280.1,0,1,0,0,0,0,0,0,0
LOC_Os03g06290.1,26,42,17,112,79,58,2,2,2
LOC_Os03g06330.1,22,25,20,200,93,54,9,1,4
LOC_Os03g06340.1,95,76,69,13,5,6,16,25,34
LOC_Os03g06350.1,29,16,32,5,2,0,2,2,2
LOC_Os03g06360.1,9,13,20,0,0,0,0,0,0
LOC_Os03g06370.1,28,36,19,4,0,0,0,7,4
LOC_Os03g06379.1,153,179,67,5,0,0,2,9,8
LOC_Os03g06390.1,364,387,205,1,1,1,7,6,6
LOC_Os03g06400.1,34,38,12,10,7,8,1,2,3
LOC_Os03g06410.1,1109,881,705,551,573,277,117,90,133
LOC_Os03g06420.4,2474,2396,2202,3081,2521,1271,147,163,154
LOC_Os03g06430.1,0,0,0,14,15,15,0,0,2
LOC_Os03g06440.1,216,240,115,293,98,38,14,23,25
LOC_Os03g06460.1,23,16,12,194,132,77,77,52,58
LOC_Os03g06480.1,91,100,105,263,180,141,24,53,34
LOC_Os03g06490.1,178,129,159,1375,553,524,62,49,61
LOC_Os03g06510.1,1008,855,607,3532,2296,2068,183,133,200
LOC_Os03g06520.2,105,118,155,127,72,69,4,7,10
LOC_Os03g06540.1,0,0,0,1,0,0,0,0,0
LOC_Os03g06570.1,37,23,22,4,0,0,1,0,0
LOC_Os03g06580.1,36,36,32,803,497,262,13,24,5
LOC_Os03g06600.1,0,1,12,37,45,11,0,3,1
LOC_Os03g06610.1,35,25,74,0,0,4,0,0,0
LOC_Os03g06620.1,213,173,258,14,6,1,18,19,13
LOC_Os03g06630.1,95,53,120,0,0,0,0,0,0
LOC_Os03g06654.1,33,22,66,654,590,289,22,26,24
LOC_Os03g06670.1,39,57,65,2,3,0,0,0,1
LOC_Os03g06674.1,0,0,0,0,0,0,0,0,3
LOC_Os03g06680.1,27,27,13,1,5,1,3,2,0
LOC_Os03g06700.1,8,8,0,0,0,0,0,0,0
LOC_Os03g06705.1,28,19,18,1,0,0,0,0,0
LOC_Os03g06710.1,47,21,22,27,21,6,0,0,1
LOC_Os03g06720.1,82,104,98,95,65,17,7,1,2
LOC_Os03g06730.1,29,65,84,65,60,11,5,3,4
LOC_Os03g06740.1,136,86,44,98,55,31,6,9,12
LOC_Os03g06750.1,13,7,9,16,6,26,25,49,38
LOC_Os03g06760.2,94,62,8,47,17,93,565,898,976
LOC_Os03g06835.1,78,74,92,81,39,23,29,26,36
LOC_Os03g06840.1,139,54,101,6,4,1,4,2,0
LOC_Os03g06850.5,461,585,544,17,7,5,5,3,6
LOC_Os03g06860.1,87,52,16,183,104,60,13,5,16
LOC_Os03g06880.1,228,215,95,37,39,4,31,24,50
LOC_Os03g06890.1,25,19,15,34,43,175,986,1181,1244
LOC_Os03g06900.1,15,10,9,6,10,2,1,1,3
LOC_Os03g06910.1,68,36,9,134,26,80,9,10,4
LOC_Os03g06920.1,166,138,179,24,19,32,6,0,1
LOC_Os03g06930.1,10,9,8,4,1,0,0,1,0
LOC_Os03g06940.1,461,351,413,43,23,23,2,3,3
LOC_Os03g06950.1,864,790,595,392,279,208,179,206,224
LOC_Os03g06960.1,15,21,8,213,87,612,4645,5345,5267
LOC_Os03g06970.1,5,0,3,0,0,1,5,1,4
LOC_Os03g06980.1,549,467,1094,174,99,44,8,3,9
LOC_Os03g06990.1,0,3,1,1,0,0,0,0,0
LOC_Os03g07000.1,18,23,14,2,0,0,0,3,0
LOC_Os03g07050.1,0,0,0,0,2,0,0,1,2
LOC_Os03g07080.3,364,283,120,3,0,2,41,33,30
LOC_Os03g07100.1,129,121,72,227,98,52,11,5,8
LOC_Os03g07110.1,172,134,88,127,100,216,1507,1480,2060
LOC_Os03g07120.1,7,4,7,17,3,6,1,0,0
LOC_Os03g07130.1,403,445,442,284,205,115,122,144,138
LOC_Os03g07140.1,582,447,212,626,478,266,111,127,81
LOC_Os03g07150.1,626,487,224,690,500,290,138,154,91
LOC_Os03g07160.1,112,123,105,2,5,0,0,0,0
LOC_Os03g07170.1,12,3,4,285,274,127,209,213,210
LOC_Os03g07180.1,11,3,6,245,257,111,171,179,163
LOC_Os03g07190.1,114,102,53,13,18,0,11,0,9
LOC_Os03g07200.3,177,149,131,16,18,0,11,0,9
LOC_Os03g07220.1,48,58,27,293,160,126,58,55,92
LOC_Os03g07226.2,52,39,65,153,108,85,18,10,13
LOC_Os03g07234.1,7,2,9,5,10,1,0,0,1
LOC_Os03g07250.1,0,0,2,2,3,0,0,0,0
LOC_Os03g07260.1,3,1,6,1,1,0,0,0,0
LOC_Os03g07270.1,0,0,3,0,1,0,0,4,0
LOC_Os03g07290.1,224,215,164,110,86,75,150,208,212
LOC_Os03g07300.1,209,196,174,75,73,80,166,171,269
LOC_Os03g07310.1,105,119,80,36,29,19,171,229,274
LOC_Os03g07320.1,0,0,0,1,0,0,0,0,4
LOC_Os03g07330.1,15,9,3,1,0,0,0,0,0
LOC_Os03g07340.1,3,6,4,0,0,0,0,0,0
LOC_Os03g07350.1,7,1,2,0,0,0,0,0,0
LOC_Os03g07360.1,105,114,242,496,223,188,199,257,203
LOC_Os03g07370.1,56,39,16,2,1,2,0,1,0
LOC_Os03g07380.1,176,137,59,2,2,0,0,1,2
LOC_Os03g07390.1,0,0,0,0,1,0,1,0,0
LOC_Os03g07400.1,94,82,41,0,0,0,0,0,0
LOC_Os03g07410.1,48,39,27,11,3,26,100,141,145
LOC_Os03g07420.1,91,67,29,13,2,4,20,19,30
LOC_Os03g07430.4,179,244,109,7,2,4,3,3,13
LOC_Os03g07440.1,15,14,11,3,2,0,1,0,1
LOC_Os03g07450.1,38,34,31,2,0,0,1,0,0
LOC_Os03g07460.1,0,0,0,1,0,0,0,0,0
LOC_Os03g07480.4,59,43,59,33,19,70,116,117,105
LOC_Os03g07500.1,0,0,0,0,1,0,0,0,0
LOC_Os03g07510.1,10,11,32,429,381,244,95,106,96
LOC_Os03g07530.3,2358,1912,1056,799,513,373,870,1054,1277
LOC_Os03g07540.1,0,0,0,0,1,0,0,0,0
LOC_Os03g07560.1,0,0,0,0,2,0,0,0,0
LOC_Os03g07570.1,272,168,161,95,45,16,16,17,37
LOC_Os03g07580.1,473,482,370,0,0,0,7,4,2
LOC_Os03g07590.1,465,723,78,1,0,0,9,2,12
LOC_Os03g07600.1,1639,2457,432,185,121,880,3714,3456,4848
LOC_Os03g07710.1,0,0,0,0,4,0,0,0,0
LOC_Os03g07720.1,24,12,22,1,0,0,0,0,1
LOC_Os03g07739.2,229,278,357,32,18,20,8,11,7
LOC_Os03g07750.1,127,166,85,1109,700,546,397,392,468
LOC_Os03g07790.1,151,136,175,446,267,111,25,19,5
LOC_Os03g07800.1,402,379,250,171,87,74,30,43,29
LOC_Os03g07810.1,12,19,39,7,9,0,1,3,0
LOC_Os03g07820.1,52,49,29,3,13,9,43,78,75
LOC_Os03g07830.1,0,0,0,0,1,0,1,3,5
LOC_Os03g07840.1,323,375,181,0,1,0,7,12,18
LOC_Os03g07850.1,91,104,101,6,7,2,5,2,0
LOC_Os03g07870.1,237,426,179,11,1,3,0,0,0
LOC_Os03g07880.2,50,100,87,40,43,14,2,0,2
LOC_Os03g07890.1,114,195,65,3,1,0,0,1,1
LOC_Os03g07910.1,89,76,63,39,30,11,3,1,5
LOC_Os03g07920.1,5,8,1,0,0,0,0,0,0
LOC_Os03g07930.1,2,1,0,93,65,49,13,28,33
LOC_Os03g07940.1,0,0,0,2,0,3,0,0,2
LOC_Os03g07960.1,31,26,86,8,9,21,4,3,7
LOC_Os03g07970.1,22,21,10,112,73,75,44,59,64
LOC_Os03g07980.1,1,0,1,0,0,0,0,0,0
LOC_Os03g07990.1,237,232,102,79,71,133,16,15,25
LOC_Os03g07994.1,73,67,40,999,678,516,81,88,103
LOC_Os03g08000.1,190,165,79,16,14,6,146,158,202
LOC_Os03g08010.1,1149,1130,966,98,43,40,24,56,42
LOC_Os03g08020.1,583,503,465,63,5,58,46,73,60
LOC_Os03g08030.1,5,2,7,5,1,7,0,1,0
LOC_Os03g08050.1,2378,2331,1979,81,45,44,69,81,72
LOC_Os03g08070.2,268,295,302,347,208,154,15,14,30
LOC_Os03g08080.1,44,25,34,0,0,0,0,0,0
LOC_Os03g08090.1,45,24,30,0,0,0,0,0,0
LOC_Os03g08100.2,3,3,6,0,3,0,1,2,3
LOC_Os03g08110.1,18,19,27,175,107,120,407,461,401
LOC_Os03g08114.2,81,45,66,260,163,95,7,5,6
LOC_Os03g08120.1,0,0,0,1,0,0,0,0,0
LOC_Os03g08140.2,205,219,115,2,0,1,1,3,2
LOC_Os03g08150.1,1,6,6,0,0,0,0,0,0
LOC_Os03g08170.1,14,15,1,0,0,0,0,0,0
LOC_Os03g08200.2,14,4,0,1,5,1,0,1,0
LOC_Os03g08220.1,63,90,41,78,69,51,2,11,8
LOC_Os03g08230.1,422,330,158,994,653,415,202,240,215
LOC_Os03g08250.1,4,0,0,0,0,0,0,0,0
LOC_Os03g08260.1,0,0,0,0,1,0,0,0,0
LOC_Os03g08270.3,243,167,143,6,8,6,2,5,4
LOC_Os03g08280.3,296,240,166,338,275,203,72,94,84
LOC_Os03g08284.1,140,154,57,237,115,116,37,25,40
LOC_Os03g08290.1,45,45,27,315,278,134,26,34,38
LOC_Os03g08300.1,58,61,43,388,298,168,37,45,54
LOC_Os03g08310.1,76,78,5,567,453,253,251,191,241
LOC_Os03g08320.1,240,271,147,1,7,6,47,85,114
LOC_Os03g08330.1,559,493,149,6,6,8,30,28,45
LOC_Os03g08350.1,14,19,14,0,0,0,0,0,5
LOC_Os03g08360.1,1183,920,893,9,5,3,0,5,4
LOC_Os03g08370.1,196,152,88,293,265,122,26,22,40
LOC_Os03g08380.1,4,2,2,5,3,1,0,1,0
LOC_Os03g08390.2,266,262,120,743,558,353,35,46,45
LOC_Os03g08410.1,0,1,0,0,0,0,0,0,0
LOC_Os03g08430.1,534,425,237,194,126,160,1149,1081,1448
LOC_Os03g08440.1,1257,1217,1097,17,12,2,11,9,6
LOC_Os03g08450.1,404,377,289,59,27,3,26,29,14
LOC_Os03g08460.1,12,64,5,0,0,0,0,0,0
LOC_Os03g08470.2,158,138,74,3,2,0,6,2,4
LOC_Os03g08480.2,569,506,321,85,33,56,68,83,86
LOC_Os03g08490.1,49,19,9,0,0,0,0,0,0
LOC_Os03g08500.1,1152,1118,535,3,4,6,5,3,6
LOC_Os03g08520.1,21,17,59,0,0,0,0,0,0
LOC_Os03g08530.1,71,67,103,0,4,1,15,17,15
LOC_Os03g08540.1,4,7,2,0,0,0,0,0,0
LOC_Os03g08550.2,161,138,62,2,0,3,0,1,0
LOC_Os03g08560.1,65,55,27,12,12,13,1,0,1
LOC_Os03g08570.1,78,97,26,33,15,12,6,4,8
LOC_Os03g08580.3,168,278,57,62,43,58,59,107,152
LOC_Os03g08590.1,0,0,0,3,2,0,0,0,1
LOC_Os03g08600.1,4,2,0,0,0,0,1,0,2
LOC_Os03g08610.1,18,23,30,94,64,286,1810,1832,2511
LOC_Os03g08620.1,55,66,62,31,20,115,433,500,548
LOC_Os03g08624.1,4,7,3,2,0,0,0,0,0
LOC_Os03g08630.1,41,65,36,12,2,3,2,7,1
LOC_Os03g08640.2,90,81,87,42,36,3,6,3,5
LOC_Os03g08670.1,0,0,0,3,3,10,3,0,1
LOC_Os03g08680.2,39,31,21,32,21,43,139,117,158
LOC_Os03g08690.1,20,8,21,27,23,20,42,67,42
LOC_Os03g08700.1,228,188,163,562,312,294,2711,3079,4452
LOC_Os03g08710.2,183,156,136,6,2,32,32,28,26
LOC_Os03g08720.1,0,1,0,2,0,0,0,2,1
LOC_Os03g08730.1,101,83,95,2,4,3,53,53,38
LOC_Os03g08740.1,503,415,350,1050,392,319,24,24,21
LOC_Os03g08754.1,11,16,25,278,211,161,13,15,15
LOC_Os03g08770.1,146,141,100,109,76,51,23,29,27
LOC_Os03g08790.1,3,2,1,7,2,0,0,0,4
LOC_Os03g08810.1,546,428,547,7,0,1,7,9,8
LOC_Os03g08820.1,300,191,193,858,688,526,584,637,660
LOC_Os03g08830.1,53,25,10,8,2,2,34,41,28
LOC_Os03g08834.1,0,0,0,5,2,0,0,1,1
LOC_Os03g08840.1,25,22,2,5,0,2,6,3,7
LOC_Os03g08850.1,408,378,204,61,24,14,9,2,5
LOC_Os03g08860.2,652,577,89,193,134,104,59,74,55
LOC_Os03g08870.1,206,198,93,717,547,375,214,233,248
LOC_Os03g08880.1,0,0,0,9,11,5,0,1,0
LOC_Os03g08900.1,3,5,1,15,4,51,319,264,441
LOC_Os03g08920.1,7,5,4,0,2,0,44,48,70
LOC_Os03g08930.1,20,31,19,2,1,6,4,7,4
LOC_Os03g08940.1,7,2,2,0,0,0,0,0,0
LOC_Os03g08960.1,174,93,56,0,0,1,0,0,0
LOC_Os03g08970.1,186,82,71,1,0,0,1,0,1
LOC_Os03g08980.1,4,2,27,16,13,129,478,596,725
LOC_Os03g08999.1,9,13,9,0,0,1,0,0,0
LOC_Os03g09020.1,13,30,22,0,0,0,1,0,0
LOC_Os03g09045.1,67,67,79,29,22,2,1,0,1
LOC_Os03g09060.1,44,44,21,496,603,404,69,53,125
LOC_Os03g09070.1,34,17,5,15,8,3,2,0,2
LOC_Os03g09080.1,145,111,91,50,67,68,96,153,77
LOC_Os03g09090.1,86,61,65,86,67,48,1,2,10
LOC_Os03g09100.1,269,305,411,2537,1960,1123,219,179,254
LOC_Os03g09110.1,251,158,98,9,3,0,41,26,18
LOC_Os03g09120.1,72,116,43,0,0,0,0,0,0
LOC_Os03g09140.2,13,12,16,0,0,0,0,0,0
LOC_Os03g09150.1,16,11,7,21,1,0,19,22,16
LOC_Os03g09160.1,0,0,2,14,12,81,334,273,455
LOC_Os03g09170.1,30,29,11,0,0,0,0,0,0
LOC_Os03g09180.1,104,108,17,0,1,0,2,3,1
LOC_Os03g09190.1,81,57,102,92,123,270,1180,1359,1770
LOC_Os03g09200.1,106,82,129,55,67,185,645,741,986
LOC_Os03g09210.1,236,210,197,1483,971,576,482,619,529
LOC_Os03g09220.1,177,133,174,0,4,0,1,1,0
LOC_Os03g09230.1,8,12,14,0,0,0,0,0,0
LOC_Os03g09250.4,84,110,52,3,1,0,0,0,0
LOC_Os03g09260.1,86,69,118,37,10,12,22,23,22
LOC_Os03g09270.2,370,322,156,118,64,56,56,34,69
LOC_Os03g09280.1,297,420,290,2,0,1,3,1,2
LOC_Os03g09290.1,323,269,412,94,42,125,534,628,572
LOC_Os03g09300.1,1,1,0,2,0,0,0,0,2
LOC_Os03g09310.2,93,114,89,47,20,25,84,91,97
LOC_Os03g09810.1,0,0,0,2,0,0,0,0,0
LOC_Os03g09830.2,2,4,5,0,0,1,0,0,0
LOC_Os03g09840.1,150,179,133,21,3,1,0,0,1
LOC_Os03g09850.1,14,24,7,7,6,1,0,0,0
LOC_Os03g09860.1,106,120,97,75,63,20,9,11,13
LOC_Os03g09870.1,372,340,281,19,11,9,13,13,17
LOC_Os03g09880.1,7,9,0,0,0,0,0,0,0
LOC_Os03g09900.1,20,28,7,13,6,0,0,0,0
LOC_Os03g09910.1,0,8,1,44,23,31,9,0,7
LOC_Os03g09920.1,118,91,68,39,14,9,1,3,0
LOC_Os03g09930.2,108,96,88,244,205,134,67,76,99
LOC_Os03g09940.1,8,10,29,0,1,0,0,0,0
LOC_Os03g09970.1,5,15,25,217,216,70,14,5,20
LOC_Os03g09980.1,10,5,0,11,6,7,21,18,22
LOC_Os03g09990.1,0,0,0,4,3,0,0,0,0
LOC_Os03g10000.1,0,0,0,5,2,0,0,0,0
LOC_Os03g10030.1,10,12,7,0,0,0,0,0,0
LOC_Os03g10040.1,20,14,0,0,0,0,0,0,0
LOC_Os03g10050.1,22,30,18,1,0,0,0,0,0
LOC_Os03g10060.1,206,159,54,24,8,9,1,1,3
LOC_Os03g10070.1,98,112,106,81,46,43,10,2,0
LOC_Os03g10080.5,17,25,20,1,1,4,15,5,18
LOC_Os03g10090.1,146,57,32,0,0,0,0,0,1
LOC_Os03g10100.1,0,0,0,1,0,0,0,0,0
LOC_Os03g10110.1,367,332,524,230,130,157,44,50,53
LOC_Os03g10120.1,387,356,533,224,124,157,49,48,53
LOC_Os03g10140.1,166,98,93,2,4,7,2,1,0
LOC_Os03g10150.1,11,9,6,0,0,0,0,2,0
LOC_Os03g10160.1,0,1,0,0,0,0,0,0,0
LOC_Os03g10180.1,81,79,74,135,108,70,72,43,47
LOC_Os03g10190.1,271,259,78,60,59,38,9,5,14
LOC_Os03g10200.1,276,323,225,1,0,1,2,2,3
LOC_Os03g10210.1,64,235,135,0,0,0,0,0,1
LOC_Os03g10220.1,85,47,69,3,5,0,3,1,2
LOC_Os03g10224.1,199,171,49,3,3,0,8,3,2
LOC_Os03g10230.1,88,78,44,81,35,33,27,14,20
LOC_Os03g10240.1,438,366,242,5,1,1,1,0,2
LOC_Os03g10250.1,52,51,44,7,9,4,0,0,0
LOC_Os03g10260.1,78,47,18,0,0,0,0,1,0
LOC_Os03g10300.1,12,15,5,0,0,0,0,0,0
LOC_Os03g10310.1,7,3,11,2,0,0,0,0,0
LOC_Os03g10320.2,25,22,8,68,41,19,0,1,1
LOC_Os03g10334.1,1,1,0,37,29,77,205,285,282
LOC_Os03g10340.1,1826,1748,1607,63,27,17,19,21,13
LOC_Os03g10350.2,1001,968,939,42,21,10,11,17,12
LOC_Os03g10360.1,106,87,100,12,12,1,13,3,14
LOC_Os03g10370.1,90,45,29,317,224,310,814,861,815
LOC_Os03g10390.1,29,32,32,29,11,44,332,405,267
LOC_Os03g10400.2,152,168,92,127,80,53,14,22,23
LOC_Os03g10410.1,24,19,5,47,19,12,2,2,2
LOC_Os03g10420.1,97,78,84,38,28,13,1,0,2
LOC_Os03g10430.1,2,0,4,1,1,1,0,0,0
LOC_Os03g10440.1,9,12,7,23,27,2,1,1,2
LOC_Os03g10450.1,28,12,14,89,54,25,8,8,7
LOC_Os03g10460.1,187,150,104,48,21,52,99,158,111
LOC_Os03g10469.2,219,169,109,114,45,107,347,538,297
LOC_Os03g10478.1,0,1,0,2,0,1,31,25,15
LOC_Os03g10500.1,14,29,23,18,8,12,4,8,11
LOC_Os03g10510.2,551,539,491,874,592,494,365,652,481
LOC_Os03g10520.1,70,74,75,12,13,9,1,0,6
LOC_Os03g10530.1,5,1,3,0,0,0,0,0,0
LOC_Os03g10540.1,91,84,68,7,2,0,4,2,15
LOC_Os03g10550.1,1,0,0,9,4,19,261,235,242
LOC_Os03g10570.1,1,0,1,79,67,59,1,1,1
LOC_Os03g10580.1,0,0,0,7,10,5,0,0,0
LOC_Os03g10590.1,338,299,91,304,178,223,61,96,79
LOC_Os03g10600.1,170,157,97,274,135,130,9,17,11
LOC_Os03g10620.2,456,520,361,0,3,1,0,1,0
LOC_Os03g10630.1,0,0,0,1,0,0,0,0,1
LOC_Os03g10640.1,88,88,22,351,205,211,633,735,697
LOC_Os03g10650.1,572,537,372,447,319,234,47,20,21
LOC_Os03g10680.1,229,251,131,20,7,2,1,0,0
LOC_Os03g10700.1,445,355,496,76,46,84,525,577,721
LOC_Os03g10710.1,0,0,1,0,0,0,0,0,0
LOC_Os03g10730.1,6,6,7,31,14,12,1,0,1
LOC_Os03g10740.1,20,4,1,9,10,6,3,2,0
LOC_Os03g10750.1,309,234,267,77,36,46,73,69,91
LOC_Os03g10755.1,31,35,30,2,0,3,9,14,17
LOC_Os03g10760.1,6,5,4,0,0,0,1,3,2
LOC_Os03g10780.1,221,181,146,1057,819,632,204,188,261
LOC_Os03g10790.1,50,53,58,35,41,17,8,1,9
LOC_Os03g10800.4,41,50,37,1,0,0,0,0,0
LOC_Os03g10810.1,26,37,14,0,0,0,1,0,0
LOC_Os03g10820.1,305,391,254,33,31,7,9,3,7
LOC_Os03g10840.1,0,1,0,0,0,0,1,1,0
LOC_Os03g10850.2,219,215,80,8,15,23,205,172,278
LOC_Os03g10860.1,32,30,13,74,86,39,5,2,4
LOC_Os03g10870.1,6,3,3,99,44,28,4,4,2
LOC_Os03g10880.1,17,11,16,8,3,1,0,0,0
LOC_Os03g10890.1,103,99,72,18,13,16,45,91,82
LOC_Os03g10900.1,5,8,16,18,8,11,18,4,23
LOC_Os03g10910.1,0,0,1,1,2,2,14,9,36
LOC_Os03g10920.1,93,63,68,117,62,96,680,749,1095
LOC_Os03g10930.2,370,245,285,28,12,11,9,13,22
LOC_Os03g10940.1,132,129,187,349,258,189,198,229,209
LOC_Os03g10950.1,135,156,45,5,1,2,5,2,0
LOC_Os03g10970.1,4,2,4,8,1,0,1,0,0
